Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Liquor Zellzahl                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Liquor Zellzahl
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Liquor Protein quantitativ                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Liquor Protein quantitativ
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Liquor Glucose                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Liquor Glucose
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Liquor Laktat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Liquor Laktat
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Gramf�rbung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Gramf�rbung
Anordnungen                 ;Liquorpunktionsdiagnostik (Hauslabor)            ;Liquor Diagnostik (Hauslabor)                                 ;Liquor                                                        ;Liquor                                                                                       ;Methylenblauf�rbung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;Methylenblauf�rbung
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktion                                                      ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                                                     ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                      ;Punktion                                                                                     ;T-Protein                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;T-Protein
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                      ;Punktion                                                                                     ;Albumin im Punktat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Albumin im Punktat
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                      ;Punktion                                                                                     ;LDH im Punktat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;LDH im Punktat
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                      ;Punktion                                                                                     ;Amylase im Punktat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Amylase im Punktat
Anordnungen                 ;Punktionsdiagnostik (Hauslabor)                  ;Punktionsdiagnostik (Hauslabor)                               ;Punktion                                                      ;Punktion                                                                                     ;Cholesterin im Punktat                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Cholesterin im Punktat
Anordnungen                 ;Labor Werlhoff                                   ;Labor Werlhoff                                                ;Labor Werlhoff                                                ;Labor Werlhof                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Screening                                                ;MRSA Screening                                                ;MRSA Screening                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich Haut                                            ;MRSA Abstrich                                                 ;MRSA Abstriche                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;Nase/ Rachen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Nase/ Rachen
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;Leiste                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Leiste
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;perianal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;perianal
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;Wunde                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Wunde
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;Haut                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Haut
Anordnungen                 ;MRSA Abstrich                                    ;MRSA Abstrich                                                 ;MRSA Abstrich Haut                                            ;MRSA Abstriche                                                                               ;Sonstige                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Sonstige
Anordnungen                 ;MRSA Abstrich_alt                                ;Abstrich Wunde                                                ;MRSA Abstrich Wunde_alt                                       ;Abstrich Wunde                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRSA Abstrich_alt                                ;Abstrich Haut                                                 ;MRSA Abstrich Haut_alt                                        ;Abstrich Haut                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRSA Abstrich_alt                                ;Abstrich Nase / Rachen                                        ;MRSA Abstrich Nase/Rachen_alt                                 ;Abstrich Nase / Rachen                                                                       ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRGN Abstrich                                    ;3-MRGN                                                        ;MRGN Abstrich                                                 ;MRGN-Abstrich                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Axilla                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;3-MRGN Axilla
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;3-MRGN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;3-MRGN
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Axilla                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;4-MRGN Axilla
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Leiste                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;4-MRGN Leiste
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Leiste                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;3-MRGN Leiste
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;4-MRGN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;4-MRGN
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Analregion                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;4-MRGN Analregion
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Analregion                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;3-MRGN Analregion
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Wunde                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;4-MRGN Wunde
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Wunde                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;3-MRGN Wunde
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Sonstiges                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;3-MRGN Sonstiges
Anordnungen                 ;MRGN Abstrich                                    ;MRGN Abstrich                                                 ;3-MRGN                                                        ;MRGN-Abstrich                                                                                ;Sonstiges                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;4-MRGN Sonstiges
Anordnungen                 ;Acinetobacter Screening                          ;Acinetobacter Screening                                       ;Acinetobacter Screening                                       ;Acinetobacter Screening                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Temperatur                                       ;Temperatur_1                                                  ;Temperatur                                                    ;Temperatur                                                                                   ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;Stirn                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Stirn
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;Rektal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Rektal
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;Vesikal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Vesikal
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;Axill�r                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Axill�r
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;Oral                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Oral
Anordnungen                 ;Temperatur                                       ;Temperatur                                                    ;Temperatur_1                                                  ;Temperatur                                                                                   ;im Ohr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;im Ohr
Anordnungen                 ;R�ntgen                                          ;R�ntgen_1                                                     ;R�ntgen                                                       ;R�ntgen                                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;Thorax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Thorax
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;Thorax im Stehen in 2 Ebenen                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Thorax im Stehen in 2 Ebenen
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;Abdomen �bersicht                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Abdomen �bersicht
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;Gastroschluck                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Gastroschluck
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT Sch�del                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;CT Sch�del
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT Abdomen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;CT Abdomen
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT Thorax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;CT Thorax
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT Hals                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;CT Hals
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT HWS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CT HWS
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT BWS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CT BWS
Anordnungen                 ;R�ntgen                                          ;R�ntgen                                                       ;R�ntgen_1                                                     ;R�ntgen                                                                                      ;CT LWS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CT LWS
